transport_mode,km_per_month,flights_per_year,electricity_kwh,energy_source,heating_type,diet_type,food_source,food_waste_level,waste_kg,recycling,shopping_spend,co2_monthly_kg,emission_tier
train,990.1,1,381.8,coal,gas,omnivore,imported,medium,48.6,some,192.6,674.46,high
car_diesel,303.5,1,116.9,mixed,gas,omnivore,mixed,low,21.9,none,84.5,376.0,low
bus,522.2,1,230.4,mixed,oil,vegetarian,imported,low,30.3,none,274.8,484.81,moderate
bus,516.3,0,216.4,coal,oil,meat_heavy,local,medium,21.4,none,76.1,478.41,moderate
cycle,855.2,2,272.8,renewable,oil,omnivore,imported,medium,37.5,some,154.3,374.79,low
cycle,697.9,0,318.9,renewable,gas,vegetarian,local,medium,27.2,none,78.1,182.08,low
car_petrol,282.2,1,465.8,mixed,gas,vegan,local,low,56.3,some,57.4,360.84,low
car_electric,574.5,0,329.1,mixed,electric,omnivore,imported,low,41.9,none,165.3,453.31,moderate
motorbike,210.0,4,190.0,renewable,gas,vegan,mixed,medium,31.4,some,44.1,231.12,low
train,412.2,3,304.5,renewable,gas,omnivore,local,medium,30.5,none,142.5,329.83,low
car_petrol,535.9,0,254.9,coal,oil,vegan,mixed,high,27.8,most,103.6,487.16,moderate
car_petrol,448.3,2,307.5,mixed,gas,omnivore,mixed,medium,17.9,some,230.5,624.51,high
bus,588.4,0,342.8,mixed,gas,meat_heavy,local,high,14.4,some,166.3,529.84,high
car_electric,782.8,2,262.5,mixed,none,vegetarian,imported,low,43.1,most,125.7,331.58,low
cycle,403.3,3,443.2,mixed,electric,vegetarian,local,medium,32.4,most,161.6,388.4,low
car_electric,332.4,0,357.0,coal,electric,vegetarian,mixed,high,40.3,none,153.5,439.82,moderate
car_electric,419.6,2,80.6,coal,gas,meat_heavy,mixed,medium,21.5,most,164.3,565.28,high
train,67.1,0,410.1,mixed,oil,vegetarian,imported,medium,24.3,most,27.3,362.26,low
car_petrol,417.6,4,202.5,renewable,oil,meat_heavy,imported,medium,33.9,none,42.0,601.48,high
bus,601.3,10,295.7,mixed,none,omnivore,mixed,medium,33.3,most,115.0,574.35,high
car_petrol,349.1,1,229.2,renewable,gas,vegan,local,low,20.3,none,99.0,207.62,low
bus,523.6,1,221.6,renewable,oil,vegetarian,imported,low,18.9,most,186.3,304.68,low
car_petrol,562.3,1,480.9,mixed,electric,vegetarian,mixed,high,26.4,most,97.4,465.85,moderate
cycle,895.9,1,141.4,coal,gas,omnivore,imported,medium,28.7,most,155.1,491.14,moderate
car_petrol,835.4,0,361.2,mixed,electric,omnivore,mixed,low,30.4,none,63.3,501.4,moderate
car_petrol,115.8,1,248.6,mixed,gas,vegetarian,mixed,low,36.9,most,226.9,415.29,moderate
car_petrol,270.8,6,111.4,mixed,electric,omnivore,imported,high,36.4,most,56.1,542.72,high
car_petrol,415.8,0,290.8,coal,electric,vegetarian,mixed,low,7.8,most,65.1,425.65,moderate
car_diesel,609.8,1,199.3,coal,oil,omnivore,mixed,low,45.4,most,103.7,656.78,high
car_petrol,731.1,2,172.0,mixed,oil,meat_heavy,local,medium,26.5,some,75.9,582.98,high
cycle,292.9,6,286.0,renewable,gas,meat_heavy,imported,medium,23.5,some,240.8,566.47,high
motorbike,615.6,2,341.5,coal,oil,meat_heavy,imported,medium,14.2,some,131.1,763.13,high
train,478.1,1,258.1,coal,gas,meat_heavy,local,medium,33.3,none,42.5,478.95,moderate
car_diesel,190.0,2,258.4,coal,gas,omnivore,imported,medium,37.3,none,94.5,595.67,high
cycle,258.7,0,239.0,mixed,gas,omnivore,mixed,medium,43.2,some,211.5,417.32,moderate
car_diesel,397.5,0,233.0,mixed,gas,meat_heavy,mixed,medium,44.4,some,149.8,534.28,high
car_petrol,151.4,1,359.7,mixed,gas,vegan,mixed,low,27.9,some,307.6,427.51,moderate
train,227.1,0,312.3,mixed,gas,omnivore,mixed,high,31.8,none,149.2,443.65,moderate
car_diesel,634.8,0,272.3,coal,electric,vegan,mixed,medium,25.8,some,216.7,442.27,moderate
car_petrol,342.0,0,261.3,mixed,electric,omnivore,local,low,21.3,most,123.7,381.89,low
car_electric,215.1,0,385.4,mixed,none,omnivore,mixed,medium,21.9,most,117.2,325.45,low
bus,1549.8,3,243.0,renewable,electric,omnivore,mixed,low,37.9,most,114.0,444.75,moderate
motorbike,97.9,3,162.8,renewable,oil,vegetarian,imported,low,40.8,none,55.4,301.54,low
train,699.5,0,336.8,mixed,none,omnivore,mixed,low,20.5,most,154.4,356.47,low
car_petrol,1179.5,3,323.2,mixed,gas,omnivore,local,high,16.8,most,110.5,650.5,high
car_petrol,320.4,3,213.5,mixed,gas,omnivore,mixed,high,28.2,some,147.3,612.79,high
bus,787.2,1,165.0,mixed,electric,omnivore,mixed,medium,16.0,most,199.9,469.51,moderate
bus,354.1,2,299.8,coal,gas,vegetarian,mixed,medium,33.4,some,105.6,497.74,moderate
bus,267.9,0,77.5,mixed,electric,omnivore,imported,high,32.5,some,239.7,505.15,moderate
cycle,574.7,0,311.4,coal,gas,vegan,imported,low,16.7,most,188.1,398.29,low
car_diesel,429.7,0,340.6,coal,oil,omnivore,mixed,low,27.6,some,68.3,587.0,high
bus,157.3,0,189.6,mixed,electric,omnivore,mixed,high,40.0,none,311.5,507.86,moderate
car_petrol,861.2,2,225.7,renewable,none,meat_heavy,imported,high,24.9,some,190.7,692.71,high
train,698.2,1,126.0,renewable,gas,omnivore,imported,high,28.5,none,206.6,411.3,moderate
car_diesel,368.7,1,164.3,coal,gas,vegetarian,mixed,medium,22.2,most,345.4,544.27,high
cycle,741.1,3,207.5,renewable,gas,meat_heavy,local,high,30.8,none,345.4,525.19,high
car_electric,415.5,6,283.4,mixed,none,meat_heavy,mixed,high,44.7,some,169.2,676.23,high
bus,306.8,0,365.0,mixed,electric,omnivore,imported,low,19.2,some,118.7,395.94,low
cycle,460.6,1,426.1,renewable,oil,omnivore,imported,medium,39.5,some,57.8,349.23,low
car_petrol,205.2,0,228.9,coal,gas,omnivore,mixed,low,15.7,some,213.4,506.83,moderate
train,607.0,10,215.2,coal,gas,vegetarian,mixed,medium,44.3,some,146.7,670.79,high
train,673.3,6,182.7,coal,gas,vegetarian,mixed,low,38.8,some,154.1,528.51,high
car_petrol,393.2,3,317.2,renewable,none,omnivore,mixed,medium,45.1,some,295.2,508.72,moderate
car_petrol,521.9,2,401.5,coal,electric,omnivore,local,low,25.2,most,8.4,505.0,moderate
bus,1617.3,10,174.3,coal,electric,omnivore,mixed,high,35.9,most,148.2,801.18,high
car_petrol,250.8,4,154.6,mixed,electric,omnivore,local,high,19.6,none,204.5,513.48,high
car_petrol,279.7,4,391.9,coal,electric,meat_heavy,local,medium,30.2,some,131.9,579.4,high
bus,491.7,2,203.4,renewable,electric,vegan,imported,high,18.4,none,94.3,229.97,low
cycle,568.2,1,359.2,mixed,electric,meat_heavy,mixed,medium,16.3,none,60.0,436.86,moderate
train,273.5,0,315.6,mixed,gas,vegetarian,mixed,high,30.3,some,197.6,375.96,low
car_electric,293.4,0,410.8,mixed,gas,omnivore,local,medium,32.4,none,35.2,365.28,low
car_petrol,511.8,0,344.3,coal,gas,omnivore,imported,low,44.5,some,72.8,610.73,high
car_diesel,959.9,0,103.2,coal,gas,meat_heavy,mixed,low,20.2,none,189.0,618.53,high
car_petrol,628.2,0,204.6,coal,electric,vegan,mixed,medium,32.4,some,116.7,430.87,moderate
bus,250.8,2,102.4,mixed,none,meat_heavy,mixed,low,47.3,most,128.0,381.81,low
car_diesel,345.4,2,144.6,coal,gas,omnivore,imported,medium,42.7,some,155.9,646.21,high
bus,549.1,1,521.9,mixed,electric,omnivore,mixed,medium,44.0,none,89.5,538.79,high
car_petrol,397.4,3,243.5,mixed,gas,vegetarian,mixed,high,22.0,none,78.8,416.37,moderate
train,292.5,1,255.2,renewable,none,vegan,mixed,high,17.4,some,251.0,233.77,low
car_petrol,629.3,3,291.1,mixed,electric,meat_heavy,imported,high,38.2,none,54.1,815.52,high
car_petrol,366.5,0,186.3,mixed,gas,omnivore,local,low,27.6,most,68.6,362.75,low
car_electric,522.6,1,281.8,coal,gas,omnivore,mixed,medium,33.2,none,138.5,580.61,high
car_petrol,744.7,2,211.8,mixed,gas,meat_heavy,mixed,low,25.7,some,124.8,597.23,high
car_diesel,450.2,3,205.0,mixed,gas,omnivore,imported,high,14.8,most,10.7,521.77,high
motorbike,370.5,0,266.6,coal,electric,omnivore,local,high,41.6,some,118.6,486.71,moderate
car_electric,183.9,1,21.1,mixed,electric,vegetarian,imported,medium,27.1,most,21.8,217.39,low
cycle,535.1,0,264.2,mixed,none,omnivore,local,medium,26.8,most,159.7,290.66,low
bus,432.4,4,192.6,mixed,electric,meat_heavy,local,medium,22.2,some,304.6,550.12,high
bus,441.0,6,428.0,renewable,gas,omnivore,imported,medium,25.6,some,45.4,419.91,moderate
car_petrol,867.5,1,66.7,renewable,gas,omnivore,local,low,31.4,none,238.1,519.45,high
car_electric,381.3,0,229.1,mixed,gas,vegetarian,imported,medium,38.5,some,222.7,377.25,low
car_diesel,226.7,2,130.9,coal,gas,vegetarian,mixed,medium,36.6,none,150.0,445.88,moderate
car_petrol,578.0,2,208.8,mixed,electric,meat_heavy,mixed,medium,40.0,none,78.3,570.69,high
cycle,500.1,2,395.4,renewable,gas,omnivore,mixed,high,26.7,most,39.9,331.28,low
car_diesel,383.2,3,108.0,renewable,electric,vegan,mixed,high,28.4,some,83.6,264.21,low
cycle,993.3,0,257.0,renewable,gas,meat_heavy,mixed,low,38.8,some,200.9,385.97,low
bus,287.1,3,229.8,coal,oil,meat_heavy,mixed,medium,21.8,none,141.3,662.0,high
train,649.7,2,387.1,mixed,none,vegetarian,mixed,low,2.0,some,44.3,249.19,low
train,675.8,1,208.6,mixed,oil,omnivore,mixed,low,36.6,none,50.3,419.54,moderate
train,377.1,2,200.9,renewable,gas,omnivore,local,medium,36.5,most,68.0,262.89,low
car_petrol,699.0,2,342.9,mixed,electric,vegan,local,high,41.0,some,209.7,535.4,high
car_diesel,230.5,4,255.5,mixed,gas,omnivore,local,medium,19.2,some,40.7,432.57,moderate
bus,379.6,0,197.9,mixed,electric,meat_heavy,mixed,medium,20.7,most,97.8,361.08,low
bus,735.3,2,215.2,coal,none,vegetarian,mixed,high,34.7,some,213.8,424.79,moderate
train,823.2,3,216.9,mixed,gas,vegetarian,local,high,50.8,some,131.0,445.31,moderate
cycle,538.9,2,312.9,renewable,oil,vegetarian,mixed,high,35.4,none,230.7,330.64,low
car_petrol,529.8,4,200.2,mixed,electric,omnivore,local,low,25.4,most,59.0,464.0,moderate
bus,693.9,0,197.2,mixed,gas,meat_heavy,local,high,33.7,some,281.9,564.64,high
car_petrol,481.6,2,258.8,renewable,electric,vegan,local,high,12.3,none,81.4,262.56,low
cycle,267.5,1,277.8,coal,oil,omnivore,mixed,medium,45.7,most,81.9,537.41,high
cycle,636.2,6,252.1,coal,oil,omnivore,mixed,low,57.4,most,100.5,590.06,high
cycle,872.8,1,399.8,coal,electric,omnivore,mixed,low,35.1,most,195.3,504.92,moderate
train,146.2,0,80.2,mixed,electric,omnivore,local,low,24.4,most,57.7,231.05,low
car_diesel,786.8,4,125.4,mixed,none,vegetarian,mixed,medium,17.8,some,28.0,353.29,low
train,656.1,0,175.6,mixed,oil,omnivore,local,low,36.8,none,95.7,397.76,low
car_petrol,571.2,1,366.2,mixed,electric,omnivore,local,high,29.3,some,49.6,525.26,high
cycle,752.7,2,318.6,renewable,electric,omnivore,imported,medium,44.6,some,31.6,343.65,low
car_petrol,532.1,0,299.0,mixed,oil,meat_heavy,mixed,low,25.7,some,209.3,565.53,high
bus,219.9,0,131.4,mixed,electric,omnivore,mixed,high,36.1,most,109.7,394.37,low
car_petrol,529.2,0,362.2,mixed,none,vegan,mixed,medium,35.6,some,291.3,422.62,moderate
car_petrol,789.1,1,259.6,coal,electric,vegetarian,local,high,30.2,some,110.9,529.9,high
car_petrol,505.9,0,289.3,coal,none,omnivore,local,medium,41.2,some,104.2,433.97,moderate
car_petrol,1349.0,1,141.0,coal,none,omnivore,imported,high,30.9,none,117.7,714.41,high
car_diesel,771.1,1,285.6,mixed,electric,omnivore,mixed,high,23.1,some,176.8,556.77,high
cycle,502.3,0,196.9,mixed,electric,omnivore,local,medium,33.8,most,69.9,287.83,low
bus,812.6,1,491.6,mixed,gas,meat_heavy,local,medium,46.6,none,67.5,519.49,high
cycle,430.8,2,88.7,coal,electric,vegan,local,medium,30.6,some,220.8,363.44,low
bus,670.5,0,134.2,coal,oil,meat_heavy,mixed,low,29.4,none,80.4,539.83,high
cycle,173.8,2,134.9,mixed,gas,omnivore,mixed,medium,38.1,most,129.3,398.99,low
car_diesel,346.6,0,226.3,coal,gas,omnivore,local,high,25.3,most,111.7,528.32,high
car_petrol,705.8,6,286.7,mixed,electric,omnivore,imported,medium,29.1,none,40.7,662.67,high
car_petrol,446.9,3,243.5,mixed,none,meat_heavy,local,medium,40.3,none,199.8,543.37,high
car_petrol,430.0,0,206.0,mixed,gas,vegetarian,local,medium,43.8,most,44.4,355.42,low
cycle,329.2,0,312.5,renewable,none,vegetarian,imported,medium,45.8,most,137.8,208.71,low
motorbike,794.7,2,218.8,coal,gas,meat_heavy,local,low,41.1,most,71.3,529.41,high
train,598.7,10,184.8,coal,oil,meat_heavy,imported,high,17.6,most,28.7,840.76,high
car_petrol,143.7,2,133.0,mixed,gas,omnivore,mixed,medium,21.7,some,211.6,433.66,moderate
car_petrol,507.4,0,291.9,mixed,electric,omnivore,mixed,high,2.4,none,94.8,439.27,moderate
bus,704.8,2,284.1,coal,gas,omnivore,imported,medium,28.0,some,49.6,576.92,high
car_electric,1039.2,0,212.3,mixed,gas,meat_heavy,imported,low,22.8,some,87.9,530.25,high
car_petrol,163.4,0,232.7,mixed,gas,vegetarian,local,low,15.7,some,140.0,315.64,low
car_electric,584.8,3,183.2,mixed,electric,omnivore,local,high,51.0,some,92.0,425.05,moderate
cycle,739.3,3,104.6,coal,gas,meat_heavy,local,high,29.2,none,70.8,549.88,high
motorbike,314.8,0,208.6,mixed,none,omnivore,imported,low,31.1,most,335.2,421.67,moderate
bus,193.9,4,222.3,mixed,gas,omnivore,mixed,low,31.8,none,218.7,551.47,high
bus,526.4,3,238.2,mixed,gas,vegetarian,mixed,medium,18.3,most,228.8,447.24,moderate
bus,480.7,0,387.0,coal,gas,omnivore,imported,high,16.3,most,303.9,682.04,high
car_petrol,727.8,0,285.4,mixed,none,omnivore,mixed,low,8.1,most,183.7,437.54,moderate
train,416.9,2,212.4,coal,electric,meat_heavy,imported,medium,32.8,some,24.2,552.3,high
car_electric,64.5,3,183.6,coal,oil,meat_heavy,local,medium,40.1,some,216.1,589.79,high
car_petrol,500.6,2,237.3,mixed,gas,vegetarian,mixed,medium,5.2,none,85.4,400.75,moderate
train,290.4,2,238.3,mixed,electric,omnivore,imported,medium,24.1,some,122.3,470.81,moderate
motorbike,465.8,4,231.2,mixed,none,meat_heavy,local,medium,33.9,most,146.5,416.16,moderate
bus,300.7,2,227.1,renewable,gas,meat_heavy,local,high,31.5,none,115.3,407.49,moderate
motorbike,539.6,0,231.2,mixed,gas,omnivore,mixed,medium,17.8,some,24.3,341.69,low
car_diesel,1153.1,2,338.9,coal,gas,omnivore,local,low,33.1,some,133.0,725.73,high
cycle,120.5,1,319.2,mixed,oil,meat_heavy,mixed,medium,28.0,some,137.0,533.05,high
motorbike,693.7,0,313.0,mixed,gas,omnivore,local,high,22.2,some,179.5,450.56,moderate
cycle,449.3,6,212.1,renewable,oil,vegetarian,local,low,37.1,some,106.0,309.74,low
train,1217.6,0,196.9,coal,gas,vegan,mixed,medium,23.5,some,143.6,368.8,low
car_petrol,295.5,0,207.3,mixed,gas,meat_heavy,mixed,medium,36.4,most,165.9,493.56,moderate
car_petrol,577.8,3,243.6,mixed,gas,vegan,mixed,medium,21.2,most,79.8,408.8,moderate
car_petrol,556.4,3,219.6,renewable,gas,vegan,local,low,30.8,most,28.8,297.56,low
train,125.7,3,271.9,mixed,electric,meat_heavy,local,low,28.2,some,30.4,363.53,low
car_diesel,866.1,1,117.8,coal,gas,omnivore,local,low,19.3,some,91.1,564.0,high
car_electric,794.3,2,358.7,mixed,oil,omnivore,mixed,medium,44.1,none,152.9,559.0,high
car_petrol,558.9,1,176.9,coal,electric,vegetarian,local,low,15.4,some,64.3,392.0,low
car_petrol,597.8,0,231.9,mixed,electric,vegetarian,local,high,24.8,most,343.2,467.9,moderate
bus,356.5,0,250.9,mixed,gas,omnivore,local,low,35.3,none,59.9,384.65,low
motorbike,534.0,6,238.0,mixed,electric,omnivore,imported,medium,29.9,some,88.4,584.97,high
bus,287.0,2,503.4,mixed,gas,omnivore,mixed,low,37.5,none,141.7,543.32,high
car_petrol,702.4,3,285.9,mixed,oil,omnivore,imported,high,10.5,none,96.9,702.31,high
car_diesel,593.1,4,263.2,renewable,oil,vegetarian,local,medium,23.4,none,144.8,372.18,low
car_petrol,476.1,2,197.5,mixed,oil,meat_heavy,mixed,medium,24.5,none,143.3,597.76,high
train,393.3,6,259.3,mixed,electric,omnivore,local,high,24.1,some,350.8,566.38,high
car_petrol,351.3,1,292.3,mixed,electric,vegetarian,imported,medium,29.9,most,49.5,388.08,low
bus,585.9,0,301.4,mixed,gas,meat_heavy,local,medium,35.6,some,227.8,526.21,high
train,118.3,6,146.2,renewable,gas,omnivore,mixed,medium,34.4,most,79.3,385.24,low
cycle,404.1,0,310.0,renewable,gas,omnivore,mixed,low,26.2,some,43.8,212.26,low
cycle,401.9,1,271.2,coal,gas,omnivore,mixed,medium,24.1,some,232.9,536.42,high
cycle,316.7,1,182.9,mixed,gas,meat_heavy,imported,low,20.1,some,117.2,443.42,moderate
car_petrol,432.8,0,282.3,mixed,electric,omnivore,mixed,low,42.8,most,130.8,423.12,moderate
cycle,402.6,2,123.5,mixed,electric,vegetarian,mixed,medium,20.2,none,156.8,310.82,low
car_diesel,326.1,0,20.0,mixed,oil,omnivore,mixed,high,31.9,most,298.5,528.04,high
cycle,285.8,1,223.0,coal,gas,omnivore,mixed,high,29.0,some,77.0,542.49,high
car_petrol,187.7,0,229.8,mixed,gas,meat_heavy,imported,medium,32.1,some,430.0,678.61,high
car_electric,373.2,0,330.2,coal,gas,vegan,imported,medium,30.2,some,77.7,439.32,moderate
car_petrol,549.0,0,202.2,mixed,gas,omnivore,mixed,medium,26.6,some,29.7,433.36,moderate
bus,615.8,0,20.0,mixed,gas,vegetarian,mixed,medium,27.3,none,75.2,304.6,low
train,89.9,2,117.1,renewable,electric,vegetarian,imported,low,14.8,some,24.4,184.1,low
train,481.3,0,368.9,mixed,gas,vegetarian,mixed,medium,28.3,none,61.6,332.45,low
bus,178.8,0,95.7,renewable,electric,vegetarian,mixed,medium,23.9,some,276.7,258.5,low
cycle,616.4,1,150.4,mixed,gas,omnivore,local,medium,11.2,some,123.1,313.93,low
bus,422.2,1,123.4,mixed,oil,vegetarian,local,high,25.2,most,15.0,309.21,low
cycle,268.6,4,147.2,coal,gas,omnivore,mixed,medium,26.9,some,81.8,490.13,moderate
motorbike,702.1,4,298.0,mixed,none,meat_heavy,mixed,high,21.9,most,96.0,598.19,high
car_petrol,476.6,0,286.8,coal,gas,meat_heavy,local,low,25.9,most,143.7,575.68,high
motorbike,211.3,0,201.4,coal,oil,meat_heavy,mixed,medium,48.9,most,130.9,565.23,high
cycle,832.0,2,352.4,mixed,none,omnivore,imported,medium,26.7,none,89.4,417.39,moderate
cycle,371.5,0,138.9,mixed,gas,omnivore,imported,medium,25.3,most,206.5,432.42,moderate
motorbike,282.7,0,159.7,mixed,gas,omnivore,mixed,high,32.6,none,212.0,483.68,moderate
motorbike,601.6,6,283.2,coal,none,meat_heavy,mixed,high,21.6,none,195.6,710.96,high
cycle,667.7,0,257.9,renewable,none,omnivore,mixed,medium,31.3,most,204.5,284.48,low
car_petrol,646.9,1,422.7,coal,oil,omnivore,mixed,medium,26.7,none,104.5,711.22,high
cycle,317.4,1,190.2,mixed,electric,omnivore,local,high,34.8,most,98.8,315.98,low
car_petrol,118.8,6,205.6,mixed,electric,meat_heavy,imported,high,14.6,some,127.1,680.73,high
car_electric,489.6,0,277.0,mixed,gas,meat_heavy,local,high,46.2,none,109.5,524.02,high
car_petrol,185.2,1,254.3,mixed,oil,vegetarian,imported,medium,50.6,some,72.7,442.43,moderate
motorbike,338.8,0,179.2,mixed,gas,vegetarian,imported,medium,15.8,some,261.2,392.21,low
bus,398.9,4,325.4,mixed,oil,vegetarian,imported,high,35.2,most,245.4,560.67,high
bus,154.1,1,244.0,coal,gas,omnivore,mixed,medium,14.5,some,143.0,510.44,moderate
car_electric,348.3,0,287.8,coal,none,omnivore,mixed,high,38.0,some,131.2,407.92,moderate
train,231.4,2,228.9,coal,electric,omnivore,mixed,medium,11.8,some,200.9,463.12,moderate
motorbike,894.8,2,132.0,mixed,oil,omnivore,mixed,low,31.9,most,204.7,514.41,high
cycle,988.4,0,330.5,coal,oil,vegetarian,imported,low,36.1,some,87.8,440.09,moderate
car_electric,366.4,1,189.7,coal,electric,omnivore,local,low,35.0,most,245.8,418.92,moderate
train,585.2,2,126.8,coal,none,meat_heavy,imported,medium,40.6,some,162.5,474.49,moderate
bus,240.8,3,181.7,mixed,electric,meat_heavy,mixed,medium,26.0,most,80.2,420.85,moderate
car_petrol,660.2,0,139.6,mixed,electric,vegetarian,local,low,30.5,most,252.9,395.07,low
car_petrol,406.5,3,153.2,coal,oil,meat_heavy,imported,medium,19.0,some,33.9,695.5,high
train,709.7,1,51.9,mixed,oil,vegetarian,local,high,23.1,most,199.2,347.91,low
car_petrol,224.0,1,177.1,mixed,none,omnivore,mixed,high,9.1,some,152.8,395.11,low
train,665.3,3,270.7,mixed,none,vegetarian,mixed,medium,39.1,some,77.6,317.46,low
car_petrol,575.1,0,278.1,renewable,electric,omnivore,mixed,low,23.4,most,139.5,346.08,low
car_petrol,272.3,2,227.2,coal,gas,vegan,mixed,medium,35.4,none,234.8,558.99,high
cycle,439.1,1,388.9,mixed,gas,omnivore,local,high,10.4,some,40.6,394.04,low
car_petrol,550.9,6,212.0,coal,gas,meat_heavy,local,high,36.0,some,138.2,764.43,high
car_petrol,577.6,0,153.4,mixed,gas,omnivore,local,low,50.9,most,100.5,452.14,moderate
car_diesel,660.5,0,70.3,mixed,oil,omnivore,imported,medium,39.1,most,251.1,569.7,high
train,253.3,0,292.1,mixed,electric,vegan,mixed,high,28.5,most,109.6,292.18,low
car_petrol,288.7,2,341.6,mixed,oil,omnivore,mixed,low,32.2,some,261.2,588.02,high
motorbike,849.0,0,293.2,renewable,none,omnivore,imported,medium,29.2,none,75.1,393.29,low
car_petrol,559.7,6,150.2,renewable,electric,omnivore,local,medium,26.8,none,117.9,519.98,high
car_diesel,357.9,4,269.5,coal,gas,meat_heavy,mixed,low,36.4,none,119.6,654.8,high
car_petrol,318.0,4,169.1,mixed,electric,vegetarian,imported,low,12.2,some,84.2,361.0,low
car_petrol,307.6,3,305.6,renewable,electric,omnivore,mixed,medium,30.4,some,102.7,423.5,moderate
cycle,1026.9,1,135.6,mixed,gas,meat_heavy,imported,medium,28.7,some,113.0,525.08,high
train,626.9,0,99.3,mixed,electric,omnivore,mixed,medium,16.2,none,125.3,328.15,low
motorbike,260.2,1,204.6,mixed,none,omnivore,mixed,medium,29.6,some,66.9,327.54,low
car_petrol,336.9,2,216.4,renewable,electric,omnivore,imported,low,19.5,most,66.2,333.62,low
bus,533.4,6,411.2,coal,gas,vegan,mixed,medium,32.0,none,75.2,585.19,high
bus,745.1,3,163.9,coal,electric,meat_heavy,mixed,low,28.6,some,165.0,641.09,high
car_petrol,435.8,0,286.2,mixed,oil,omnivore,mixed,medium,31.0,some,184.8,453.59,moderate
